2013 Federal Election House of Representatives Two Candidate Preferred Flow of Preferences by Polling Place [17496 19/11/2013 10:14:27      ]
StateAb,DivisionId,DivisionNm,PPId,PPNm,FromCandidateId,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateId,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercent
"NSW","117","Eden-Monaro","698","Delegate","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","2","50.000"
"NSW","117","Eden-Monaro","698","Delegate","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2","50.000"
"NSW","117","Eden-Monaro","698","Delegate","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","7","53.850"
"NSW","117","Eden-Monaro","698","Delegate","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","6","46.150"
"NSW","117","Eden-Monaro","698","Delegate","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","3","42.860"
"NSW","117","Eden-Monaro","698","Delegate","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","4","57.140"
"NSW","117","Eden-Monaro","698","Delegate","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","698","Delegate","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","698","Delegate","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","3","50.000"
"NSW","117","Eden-Monaro","698","Delegate","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","3","50.000"
"NSW","117","Eden-Monaro","698","Delegate","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2","100.000"
"NSW","117","Eden-Monaro","698","Delegate","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","699","Eden","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1007","62.310"
"NSW","117","Eden-Monaro","699","Eden","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","609","37.690"
"NSW","117","Eden-Monaro","699","Eden","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","5","50.000"
"NSW","117","Eden-Monaro","699","Eden","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","5","50.000"
"NSW","117","Eden-Monaro","699","Eden","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","44","49.440"
"NSW","117","Eden-Monaro","699","Eden","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","45","50.560"
"NSW","117","Eden-Monaro","699","Eden","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","58","92.060"
"NSW","117","Eden-Monaro","699","Eden","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","5","7.940"
"NSW","117","Eden-Monaro","699","Eden","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2","40.000"
"NSW","117","Eden-Monaro","699","Eden","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","3","60.000"
"NSW","117","Eden-Monaro","699","Eden","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","9","81.820"
"NSW","117","Eden-Monaro","699","Eden","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2","18.180"
"NSW","117","Eden-Monaro","699","Eden","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","16","76.190"
"NSW","117","Eden-Monaro","699","Eden","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","5","23.810"
"NSW","117","Eden-Monaro","700","Jerangle","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","27","77.140"
"NSW","117","Eden-Monaro","700","Jerangle","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","8","22.860"
"NSW","117","Eden-Monaro","700","Jerangle","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","700","Jerangle","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","700","Jerangle","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","50.000"
"NSW","117","Eden-Monaro","700","Jerangle","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","50.000"
"NSW","117","Eden-Monaro","700","Jerangle","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","700","Jerangle","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","4","100.000"
"NSW","117","Eden-Monaro","700","Jerangle","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","700","Jerangle","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","700","Jerangle","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2","100.000"
"NSW","117","Eden-Monaro","700","Jerangle","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","700","Jerangle","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","700","Jerangle","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","701","Jindabyne","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","188","34.940"
"NSW","117","Eden-Monaro","701","Jindabyne","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","350","65.060"
"NSW","117","Eden-Monaro","701","Jindabyne","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","701","Jindabyne","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","100.000"
"NSW","117","Eden-Monaro","701","Jindabyne","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","35","63.640"
"NSW","117","Eden-Monaro","701","Jindabyne","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","20","36.360"
"NSW","117","Eden-Monaro","701","Jindabyne","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","63","85.140"
"NSW","117","Eden-Monaro","701","Jindabyne","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","11","14.860"
"NSW","117","Eden-Monaro","701","Jindabyne","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","701","Jindabyne","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","701","Jindabyne","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","4","33.330"
"NSW","117","Eden-Monaro","701","Jindabyne","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","8","66.670"
"NSW","117","Eden-Monaro","701","Jindabyne","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","3","60.000"
"NSW","117","Eden-Monaro","701","Jindabyne","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","2","40.000"
"NSW","117","Eden-Monaro","702","Majors Creek","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","53","56.380"
"NSW","117","Eden-Monaro","702","Majors Creek","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","41","43.620"
"NSW","117","Eden-Monaro","702","Majors Creek","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","702","Majors Creek","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","2","100.000"
"NSW","117","Eden-Monaro","702","Majors Creek","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","4","40.000"
"NSW","117","Eden-Monaro","702","Majors Creek","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","6","60.000"
"NSW","117","Eden-Monaro","702","Majors Creek","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","702","Majors Creek","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","14","100.000"
"NSW","117","Eden-Monaro","702","Majors Creek","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","702","Majors Creek","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","702","Majors Creek","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","702","Majors Creek","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","702","Majors Creek","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","100.000"
"NSW","117","Eden-Monaro","702","Majors Creek","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","703","Merimbula","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","626","43.230"
"NSW","117","Eden-Monaro","703","Merimbula","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","822","56.770"
"NSW","117","Eden-Monaro","703","Merimbula","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","5","41.670"
"NSW","117","Eden-Monaro","703","Merimbula","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","7","58.330"
"NSW","117","Eden-Monaro","703","Merimbula","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","36","39.130"
"NSW","117","Eden-Monaro","703","Merimbula","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","56","60.870"
"NSW","117","Eden-Monaro","703","Merimbula","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","19","15.450"
"NSW","117","Eden-Monaro","703","Merimbula","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","104","84.550"
"NSW","117","Eden-Monaro","703","Merimbula","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","4","66.670"
"NSW","117","Eden-Monaro","703","Merimbula","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","2","33.330"
"NSW","117","Eden-Monaro","703","Merimbula","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","13","54.170"
"NSW","117","Eden-Monaro","703","Merimbula","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","11","45.830"
"NSW","117","Eden-Monaro","703","Merimbula","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","3","27.270"
"NSW","117","Eden-Monaro","703","Merimbula","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","8","72.730"
"NSW","117","Eden-Monaro","704","Michelago","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","164","64.820"
"NSW","117","Eden-Monaro","704","Michelago","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","89","35.180"
"NSW","117","Eden-Monaro","704","Michelago","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","3","75.000"
"NSW","117","Eden-Monaro","704","Michelago","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","25.000"
"NSW","117","Eden-Monaro","704","Michelago","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","5","29.410"
